service_id,date,exception_type
20,20201126,1
20,20201127,1
20,20201130,1
20,20201201,1
20,20201202,1
20,20201203,1
20,20201204,1
20,20201207,1
20,20201208,1
20,20201209,1
20,20201210,1
20,20201211,1
20,20201214,1
20,20201215,1
20,20201216,1
20,20201217,1
20,20201218,1
20,20210104,1
20,20210105,1
20,20210106,1
20,20210107,1
20,20210108,1
20,20210111,1
20,20210112,1
20,20210113,1
20,20210114,1
20,20210115,1
20,20210118,1
20,20210119,1
20,20210120,1
20,20210121,1
20,20210122,1
20,20210125,1
20,20210126,1
20,20210127,1
20,20210128,1
20,20210129,1
20,20210201,1
20,20210202,1
20,20210203,1
20,20210204,1
20,20210205,1
20,20210208,1
20,20210209,1
20,20210210,1
20,20210211,1
20,20210212,1
20,20210215,1
20,20210216,1
20,20210217,1
20,20210218,1
20,20210219,1
20,20210308,1
20,20210309,1
20,20210310,1
20,20210311,1
20,20210312,1
20,20210315,1
20,20210316,1
20,20210317,1
20,20210318,1
20,20210319,1
20,20210322,1
20,20210323,1
20,20210324,1
20,20210325,1
20,20210326,1
20,20210329,1
20,20210330,1
20,20210331,1
20,20210401,1
20,20210402,1
20,20210406,1
20,20210407,1
20,20210408,1
20,20210409,1
20,20210412,1
20,20210413,1
20,20210414,1
20,20210415,1
20,20210416,1
20,20210419,1
20,20210420,1
20,20210421,1
20,20210422,1
20,20210423,1
20,20201111,2
20,20210405,2
20,20210513,2
20,20210514,2
20,20210524,2
21,20210515,1
21,20210522,1
21,20210529,1
21,20210605,1
21,20210612,1
21,20210619,1
21,20210626,1
22,20201111,1
22,20201225,1
22,20210101,1
22,20210405,1
22,20210501,1
22,20210508,1
22,20210513,1
22,20210524,1
